event_name,country,event_title,latitude,longitude
werribeeparkmansion,Australia,Werribee Park Mansion parkrun,-37.93328,144.66599
werringtonlakesreserve,Australia,Werrington Lakes Reserve parkrun,-33.7533,150.74139
westbeach,Australia,West Beach parkrun,-34.93497,138.4989
westburytowncommon,Australia,Westbury Town Common parkrun,-41.52778,146.82544
westerfolds,Australia,Westerfolds parkrun,-37.74208,145.12278
westerfolds-juniors,Australia,Westerfolds junior parkrun,-37.74143,145.12511
whalanreserve,Australia,Whalan Reserve parkrun,-33.75505,150.79368
whitemarkwharf,Australia,Whitemark Wharf parkrun,-40.11335,148.01122
whiterock,Australia,White Rock parkrun,-27.68045,152.8577
whitfordsnodes,Australia,Whitfords Nodes parkrun,-31.81979,115.73822
wildflower,Australia,Wildflower parkrun,-33.70747,151.17479
willoughby,Australia,Willoughby parkrun,-33.81067,151.19256
willow,Australia,Willow parkrun,-36.13463,146.87279
wilsonbotanic,Australia,Wilson Botanic parkrun,-38.02282,145.3415
wimmerariverhorsham,Australia,"Wimmera River parkrun, Horsham",-36.72514,142.19751
windsorprecinct,Australia,Windsor Precinct parkrun,-41.4029,147.09638
wishart,Australia,Wishart parkrun,-27.56041,153.10354
wondai,Australia,Wondai parkrun,-26.32402,151.85904
woodbridgeriverside,Australia,Woodbridge Riverside parkrun,-31.87002,115.9956
woywoy,Australia,Woy Woy parkrun,-33.49596,151.33036
wyndhamvale,Australia,Wyndham Vale parkrun,-37.88166,144.63454
wynnum,Australia,Wynnum parkrun,-27.44308,153.17795
wynyardforeshore,Australia,Wynyard Foreshore parkrun,-40.99093,145.74561
yamba,Australia,Yamba parkrun,-29.43569,153.35716
yarrabilba,Australia,Yarrabilba parkrun,-27.80335,153.10883
yeldulknieweirtrail,Australia,Yeldulknie Weir Trail parkrun,-33.7018,136.51521
yeppoon,Australia,Yeppoon parkrun,-23.13217,150.72002
yokine,Australia,Yokine parkrun,-31.9105,115.85815
youyangs,Australia,You Yangs parkrun,-37.95381,144.40138
yowie,Australia,Yowie parkrun,-26.95008,152.56457
zillmere,Australia,Zillmere parkrun,-27.36399,153.0437
donaupark,Austria,Donaupark parkrun,48.23924,16.41955
donauradweg,Austria,Donauradweg parkrun,48.32381,14.32334
hellbrunn,Austria,Hellbrunn parkrun,47.76107,13.06549
ambleside,Canada,Ambleside parkrun,49.3226,-123.14672
averybeach,Canada,"Avery Beach parkrun, Huntsville",45.32185,-79.23024
bartontrail,Canada,Barton Trail parkrun,44.1219,-79.11551
beachstrip,Canada,Beach Strip parkrun,43.25146,-79.75647
bellevue,Canada,Bellevue parkrun,46.49571,-84.29668
billthorpewalkingbridge,Canada,Bill Thorpe Walking Bridge parkrun,45.96298,-66.63855
breakwater,Canada,Breakwater parkrun,44.22211,-76.50213
centralburnaby,Canada,"Central parkrun, Burnaby",49.22383,-123.01947
chainoflakes,Canada,Chain of Lakes parkrun,44.63993,-63.64094
churchillparkway,Canada,Churchill Parkway parkrun,49.85677,-97.12692
cloverpoint,Canada,Clover Point parkrun,48.40904,-123.37125
downsview,Canada,Downsview parkrun,43.74287,-79.48243
duffinstrail,Canada,Duffins Trail parkrun,43.85649,-79.07176
eramosarivertrail,Canada,Eramosa River Trail parkrun,43.54038,-80.24121
fredericback,Canada,Frédéric Back parkrun,45.56845,-73.6327
georgelanememorial,Canada,George Lane Memorial parkrun,50.5796,-113.88227
gillieslake,Canada,Gillies Lake parkrun,48.48426,-81.31589
hendersonlake,Canada,Henderson Lake parkrun,49.68868,-112.7938
kanata,Canada,"Kanata parkrun, Ottawa",45.33105,-75.92155
kiwanis,Canada,Kiwanis parkrun,42.98018,-81.17403
meadowvale,Canada,Meadowvale parkrun,43.58868,-79.75291
mendelriverbank,Canada,Mendel Riverbank parkrun,52.14517,-106.64194
moussette,Canada,Moussette parkrun,45.41426,-75.76132
mundy,Canada,Mundy parkrun,49.2621,-122.82909
nautical,Canada,Nautical parkrun,43.38617,-79.72323
newyorkcentralfitnesstrail,Canada,New York Central Fitness Trail parkrun,45.26293,-75.36125
noelboothcommunity,Canada,Noel Booth Community parkrun,49.06558,-122.65997
northbay,Canada,North Bay parkrun,46.2417,-79.38498
nosehill,Canada,Nose Hill parkrun,51.12506,-114.12265
okanagan,Canada,Okanagan parkrun,49.88346,-119.45844
orleans,Canada,Orleans parkrun,45.48715,-75.52786
outlookanddistrictregional,Canada,Outlook and District Regional parkrun,51.51183,-107.06526
penticton,Canada,Penticton parkrun,49.50156,-119.60482
richmondolympic,Canada,Richmond Olympic parkrun,49.18484,-123.13858
riveroaks,Canada,River Oaks parkrun,43.47038,-79.7221
rivervalleyedmonton,Canada,"River Valley parkrun, Edmonton",53.53344,-113.5263
saintpaulin,Canada,Saint-Paulin parkrun,46.42651,-73.01617
shawniganhills,Canada,Shawnigan Hills parkrun,48.65875,-123.63784
snyepoint,Canada,Snye Point parkrun,56.73711,-111.3897
strathconaisland,Canada,Strathcona Island parkrun,50.0377,-110.64894
sunnidale,Canada,Sunnidale parkrun,44.39836,-79.71014
troutpond,Canada,Trout Pond parkrun,49.7831,-112.17184
victoriakitchener,Canada,"Victoria parkrun, Kitchener",43.4468,-80.49928
victoriatruro,Canada,"Victoria parkrun, Truro",45.35164,-63.2574
wascana,Canada,Wascana parkrun,50.43291,-104.61169
whistler,Canada,Whistler parkrun,50.13196,-122.93892
whitby,Canada,Whitby parkrun,43.84691,-78.94625
amager,Denmark,Amager Fælled parkrun,55.65306,12.57511
amagerstrandpark,Denmark,Amager Strandpark parkrun,55.66014,12.64015
brabrand,Denmark,Brabrand parkrun,56.1657,10.14128
damhusengen,Denmark,Damhusengen parkrun,55.68142,12.46954
esbjerg,Denmark,Esbjerg parkrun,55.48862,8.43701
faelledparken,Denmark,Fælledparken parkrun,55.70006,12.57248
nibe,Denmark,Nibe parkrun,56.99353,9.6614
nordrefaelled,Denmark,"Nordre Fælled parkrun, Randers",56.49873,10.02982
vejen,Denmark,Vejen parkrun,55.48235,9.11027
pokkinen,Finland,Pokkinen parkrun,65.02079,25.49525
puolarmaari,Finland,Puolarmaari parkrun,60.18798,24.68303
tampere,Finland,Tampere parkrun,61.49516,23.76034
tokoinranta,Finland,Tokoinranta parkrun,60.18465,24.93331
vaaksynkanava,Finland,Vääksyn kanava parkrun,61.17404,25.53255
boisdeboulogne,France,"parkrun du Bois de Boulogne, Paris",48.85868,2.25864
chateaudepierredebresse,France,parkrun du Château de Pierre de Bresse,46.88104,5.26423
fontainebleau,France,parkrun de Fontainebleau,48.40194,2.70651
lacdedivonne,France,parkrun du Lac de Divonne,46.34993,6.15079
laramee,France,parkrun de la Ramée,43.56946,1.35393
lesdougnes,France,"parkrun des Dougnes, Cubnezais",45.06598,-0.42926
montsouris,France,parkrun de Montsouris,48.82149,2.3349
rouen,France,parkrun de Rouen,49.4426,1.06533
aachenerweiher,Germany,Aachener Weiher parkrun,50.93211,6.92958
allerpark,Germany,Allerpark parkrun,52.43125,10.81896
alstervorland,Germany,Alstervorland parkrun,53.5726,10.00027
bugasee,Germany,"Bugasee parkrun, Kassel",51.29974,9.50656
dietenbach,Germany,Dietenbach parkrun,48.00105,7.80384
dreilaendergarten,Germany,Dreiländergarten parkrun,47.58252,7.61065
friedrichsau,Germany,Friedrichsau parkrun,48.40931,10.0108
fuldaaue,Germany,Fuldaaue parkrun,50.54358,9.66463
georgengarten,Germany,Georgengarten parkrun,52.38541,9.70729
globe,Germany,Globe parkrun,49.10622,9.74016
gruenerweg,Germany,Grüner Weg parkrun,48.46604,9.42209
hasenheide,Germany,Hasenheide parkrun,52.48627,13.41336
hockgraben,Germany,Hockgraben parkrun,47.68415,9.18963
kastanienallee,Germany,Kastanienallee parkrun,48.51334,9.04205
kiessee,Germany,Kiessee parkrun,51.51525,9.91915
kraeherwald,Germany,Kräherwald parkrun,48.784,9.14218
kuechenholz,Germany,Küchenholz parkrun,51.31561,12.33627
kurtschumacherpromenade,Germany,Kurt-Schumacher-Promenade parkrun,49.77134,9.9416
lahnwiesen,Germany,Lahnwiesen parkrun,50.78297,8.75091
landesgartenschaupark,Germany,Landesgartenschau Park parkrun,49.29084,11.45102
leinpfad,Germany,Leinpfad parkrun,49.44278,6.63467
luitpold,Germany,Luitpold parkrun,48.75513,11.42806
maaraue,Germany,Maaraue parkrun,49.99873,8.28798
monrepos,Germany,Monrepos parkrun,48.91863,9.16564
neckarau,Germany,Neckarau parkrun,49.46796,8.46532
neckaruferesslingen,Germany,"Neckarufer parkrun, Esslingen",48.72872,9.32104
nidda,Germany,Nidda parkrun,50.14496,8.63546
obersee,Germany,Obersee parkrun,52.05691,8.55762
oberwald,Germany,Oberwald parkrun,48.98079,8.42246
offenthal,Germany,Offenthal parkrun,49.99216,8.74863
pieschenerallee,Germany,Pieschener Allee parkrun,51.07503,13.711
priessnitzgrund,Germany,Prießnitzgrund parkrun,51.08117,13.77073
prinzenpark,Germany,Prinzenpark parkrun,52.27147,10.5586
rheinaue,Germany,Rheinaue parkrun,50.70763,7.14599
rheinpark,Germany,Rheinpark parkrun,50.9536,6.97906
riemer,Germany,Riemer parkrun,48.12628,11.71125
rosensteinpark,Germany,Rosensteinpark parkrun,48.80044,9.20433
rubbenbruchsee,Germany,Rubbenbruchsee parkrun,52.28925,7.98935
schwanenteich,Germany,Schwanenteich parkrun,50.59346,8.69032
seewoog,Germany,Seewoog parkrun,49.46938,7.57267
speyerleinpfad,Germany,Speyer Leinpfad parkrun,49.31486,8.45236
sportparkrems,Germany,Sportpark Rems parkrun,48.81567,9.54342
unisee,Germany,Unisee parkrun,53.11461,8.83044
volksgarten,Germany,Volksgarten parkrun,51.20679,6.79537
westpark,Germany,Westpark parkrun,48.12578,11.53415
wienburgpark,Germany,Wienburgpark parkrun,51.97951,7.63096
woehrdersee,Germany,Wöhrder See parkrun,49.45309,11.10055
ziegelwiese,Germany,Ziegelwiese parkrun,51.49074,11.95557
achillgreenway,Ireland,Achill Greenway parkrun,53.94238,-9.90577
albertcollege-juniors,Ireland,Albert College junior parkrun,53.38478,-6.25922
anbonnanbui,Ireland,An Bonnán Buí parkrun,54.2881,-7.92113
ardgillan,Ireland,Ardgillan parkrun,53.58606,-6.15978
arklowduckpond-juniors,Ireland,Arklow Duck Pond junior parkrun,52.80238,-6.14089
athlone,Ireland,Athlone parkrun,53.42005,-7.90157
avondaleforest,Ireland,Avondale Forest parkrun,52.90422,-6.2235
balbriggan-juniors,Ireland,Balbriggan junior parkrun,53.61866,-6.19015
ballina,Ireland,Ballina parkrun,54.12785,-9.14277
ballina-juniors,Ireland,Ballina junior parkrun,54.12015,-9.14474
ballinamoregreenway,Ireland,Ballinamore Greenway parkrun,54.05762,-7.78896
ballincollig,Ireland,Ballincollig parkrun,51.89334,-8.61134
ballincolligregional-juniors,Ireland,Ballincollig Regional junior parkrun,51.89008,-8.61962
ballyogan-juniors,Ireland,Ballyogan junior parkrun,53.25707,-6.19057
beechpark-juniors,Ireland,Beechpark junior parkrun,53.38003,-6.42466
bereisland,Ireland,Bere Island parkrun,51.63673,-9.8135
borrisokanetown,Ireland,Borrisokane Town parkrun,52.99834,-8.12841
bray-juniors,Ireland,Bray junior parkrun,53.2032,-6.11921
brickfields,Ireland,Brickfields parkrun,53.33163,-6.30599
buncrana,Ireland,Buncrana parkrun,55.13983,-7.47191
burgesscountytipperary-juniors,Ireland,"Burgess junior parkrun, County Tipperary",52.85754,-8.26181
bushydublin,Ireland,"Bushy parkrun, Dublin",53.30018,-6.2904
cabinteely,Ireland,Cabinteely parkrun,53.25933,-6.15861
carlowtown,Ireland,Carlow Town parkrun,52.8392,-6.93392
castlebar,Ireland,Castlebar parkrun,53.85605,-9.30783
castleblayney,Ireland,Castleblayney parkrun,54.12175,-6.71819
castledemense,Ireland,Castle Demense parkrun,51.90322,-8.96529
castlehaven,Ireland,Castlehaven parkrun,51.54848,-9.1659
castlerea,Ireland,Castlerea parkrun,53.76816,-8.4865
castletown,Ireland,Castletown parkrun,53.34947,-6.52658
cherryorchard-juniors,Ireland,Cherry Orchard junior parkrun,53.33614,-6.37806
claremorris,Ireland,Claremorris parkrun,53.70827,-8.9951
clarisford,Ireland,Clarisford parkrun,52.79638,-8.44029
clonakilty,Ireland,Clonakilty parkrun,51.61693,-8.897
clonburwoods,Ireland,Clonbur Woods parkrun,53.55758,-9.36446
clonmel,Ireland,Clonmel parkrun,52.35577,-7.67942
cobh-juniors,Ireland,Cobh junior parkrun,51.8542,-8.28388
consmith,Ireland,Con Smith parkrun,54.00128,-7.35709
coole,Ireland,Coole parkrun,53.09207,-8.83741
cootehill,Ireland,Cootehill parkrun,54.08157,-7.08674
corkagh,Ireland,Corkagh parkrun,53.31494,-6.41165
crosserlough-juniors,Ireland,Crosserlough junior parkrun,53.86201,-7.31645
darndale,Ireland,Darndale parkrun,53.40486,-6.19193
deerpark-juniors,Ireland,Deerpark junior parkrun,53.29336,-6.21772
deerparkcarlanstown,Ireland,"Deerpark parkrun, Carlanstown",53.76467,-6.83944
deerparkforest,Ireland,"Deerpark Forest parkrun, Virginia",53.83327,-7.11428
donabate,Ireland,Donabate parkrun,53.48937,-6.16955
dundalk,Ireland,Dundalk parkrun,53.98336,-6.3845
dundalkit-juniors,Ireland,Dundalk IT junior parkrun,53.9834,-6.38454
dungloe,Ireland,Dungloe parkrun,54.95737,-8.34579
edwincarolancommunity,Ireland,Edwin Carolan Community parkrun,53.80813,-6.94251
erris,Ireland,Erris parkrun,54.20227,-10.06795
fairview,Ireland,Fairview parkrun,53.36359,-6.23339
falcarragh,Ireland,Falcarragh parkrun,55.14385,-8.09442
fathercollins,Ireland,Father Collins parkrun,53.40517,-6.16026
fethardtown,Ireland,Fethard Town parkrun,52.4711,-7.6969
glengarriff,Ireland,Glengarriff parkrun,51.75633,-9.56639
glenriver,Ireland,Glen River parkrun,51.91375,-8.46366
gorey,Ireland,Gorey parkrun,52.68509,-6.29835
griffeen,Ireland,Griffeen parkrun,53.34321,-6.44533
griffeen-juniors,Ireland,Griffeen junior parkrun,53.34286,-6.44089
hartstown,Ireland,Hartstown parkrun,53.39584,-6.40565
heritagepark-juniors,Ireland,Heritage Park junior parkrun,52.34672,-6.51566
holywell-juniors,Ireland,Holywell junior parkrun,53.43985,-6.21832
illaunmanagh,Ireland,Illaunmanagh parkrun,52.69679,-8.88972
inchbeach,Ireland,Inch Beach parkrun,52.1171,-9.96323
kilkenny,Ireland,Kilkenny parkrun,52.64854,-7.23867
killarneyhouse,Ireland,Killarney House parkrun,52.05506,-9.51539
killarneyhouse-juniors,Ireland,Killarney House junior parkrun,52.05477,-9.51334
knockanacreewoods,Ireland,Knockanacree Woods parkrun,52.956,-8.03764
knocknacarra,Ireland,Knocknacarra parkrun,53.26258,-9.13192
leesroad,Ireland,Lees Road parkrun,52.8673,-9.00735
letterkenny,Ireland,Letterkenny parkrun,54.95757,-7.73118
limerick,Ireland,Limerick parkrun,52.67621,-8.57781
listowel,Ireland,Listowel parkrun,52.44584,-9.47553
longford,Ireland,Longford parkrun,53.73242,-7.78993
longford-juniors,Ireland,Longford junior parkrun,53.7329,-7.78805
loughkey,Ireland,Lough Key parkrun,53.98499,-8.23558
loughlannagh-juniors,Ireland,Lough Lannagh junior parkrun,53.85568,-9.30762
lusksportshub-juniors,Ireland,Lusk Sports Hub junior parkrun,53.52972,-6.15986
macroomcastledemesne,Ireland,Macroom Castle Demesne parkrun,51.90322,-8.96529
malahide,Ireland,Malahide parkrun,53.44686,-6.15819
malahidecastle-juniors,Ireland,Malahide Castle junior parkrun,53.44647,-6.16862
mallowcastle,Ireland,Mallow Castle parkrun,52.13237,-8.63512
mallowtown,Ireland,Mallow Town parkrun,52.13545,-8.64786
marlay,Ireland,Marlay parkrun,53.27133,-6.27521
marlay-juniors,Ireland,Marlay junior parkrun,53.27663,-6.26852
mellowespark-juniors,Ireland,Mellowes Park junior parkrun,53.39344,-6.3054
monaghantown,Ireland,Monaghan Town parkrun,54.22212,-7.00018
mountlucas,Ireland,Mountlucas parkrun,53.28408,-7.23334
mullingar,Ireland,Mullingar parkrun,53.50949,-7.3911
mungret,Ireland,Mungret parkrun,52.63203,-8.68139
naas,Ireland,Naas parkrun,53.2218,-6.64085
narinbeach,Ireland,Narin Beach parkrun,54.84404,-8.4328
navan,Ireland,Navan parkrun,53.65752,-6.69229
newcastlewest,Ireland,Newcastle West parkrun,52.44992,-9.07445
newross,Ireland,New Ross parkrun,52.31551,-6.93091
oldbridge,Ireland,Oldbridge parkrun,53.71947,-6.41577
oranmore,Ireland,Oranmore parkrun,53.24781,-8.96323
oranmore-juniors,Ireland,Oranmore junior parkrun,53.2458,-8.9568
oughterard,Ireland,Oughterard parkrun,53.4304,-9.31434
pobalscoilnatrionoide,Ireland,Pobalscoil na Tríonóide parkrun,51.95059,-7.87317
poolbeg,Ireland,Poolbeg parkrun,53.33577,-6.19701
poppintree,Ireland,Poppintree parkrun,53.39582,-6.27836
porchfield,Ireland,Porch Field parkrun,53.55633,-6.77543
porterstown,Ireland,Porterstown parkrun,53.36922,-6.4034
portumna,Ireland,Portumna parkrun,53.07846,-8.23361
progression,Ireland,Progression parkrun,53.36087,-6.26912
ringsend-juniors,Ireland,Ringsend junior parkrun,53.34221,-6.22494
rivervalley,Ireland,River Valley parkrun,53.45731,-6.23748
rivervalley-juniors,Ireland,River Valley junior parkrun,53.4555,-6.24726
rockfield-juniors,Ireland,Rockfield junior parkrun,53.38201,-6.22005
royalcanalkilcock,Ireland,"Royal Canal parkrun, Kilcock",53.40498,-6.6793
rush-juniors,Ireland,Rush junior parkrun,53.52612,-6.09669
russborough,Ireland,Russborough parkrun,53.13764,-6.5705
shanganagh,Ireland,Shanganagh parkrun,53.22793,-6.115
shelbourne-juniors,Ireland,Shelbourne junior parkrun,52.6703,-8.6389
sligo,Ireland,Sligo parkrun,54.266,-8.45276
sportirelandcampus,Ireland,Sport Ireland Campus parkrun,53.38728,-6.36158
stannes,Ireland,St Annes parkrun,53.37444,-6.18386
stannes-juniors,Ireland,St Anne’s junior parkrun,53.37004,-6.17593
stfergalscollege-juniors,Ireland,St Fergal’s College junior parkrun,52.85382,-7.57508
strokestown,Ireland,Strokestown parkrun,53.7759,-8.09855
templemore,Ireland,Templemore parkrun,52.80107,-7.84718
theglen,Ireland,The Glen parkrun,53.14237,-7.69205
thegrandcanalway,Ireland,"The Grand Canal Way parkrun, Tullamore",53.28121,-7.44914
tolkavalley,Ireland,Tolka Valley parkrun,53.37705,-6.3001
tralee,Ireland,Tralee parkrun,52.26535,-9.70616
tralee-juniors,Ireland,Tralee junior parkrun,52.26487,-9.70343
tramore,Ireland,"Tramore parkrun, Waterford",52.16196,-7.13087
tramorevalley,Ireland,"Tramore Valley parkrun, Cork",51.87997,-8.46116
tullow,Ireland,Tullow parkrun,52.79045,-6.66617
tymon,Ireland,Tymon parkrun,53.29985,-6.33186
tyrrelstown,Ireland,Tyrrelstown parkrun,53.42461,-6.39226
vandeleur,Ireland,Vandeleur parkrun,52.63387,-9.46189
vicarstown,Ireland,Vicarstown parkrun,53.07196,-7.08447
vicarstown-juniors,Ireland,Vicarstown junior parkrun,53.04618,-7.08355
waterfordnature,Ireland,Waterford Nature parkrun,52.2469,-7.12549
waterstown,Ireland,Waterstown parkrun,53.36201,-6.37525
westport,Ireland,Westport parkrun,53.79501,-9.53126
westsideplayingfields-juniors,Ireland,Westside Playing Fields junior parkrun,53.27607,-9.07921
wexfordracecourse,Ireland,Wexford Racecourse parkrun,52.33738,-6.4941
belloluogo,Italy,Belloluogo parkrun,40.36054,18.16101
caffarella,Italy,Caffarella parkrun,41.8666,12.51692
etna,Italy,Etna parkrun,37.62276,15.01334
farfalle,Italy,Farfalle parkrun,45.42814,11.90359
favorita,Italy,Favorita parkrun,38.16112,13.33865
firenze,Italy,Firenze parkrun,43.78339,11.21435
foroitalico,Italy,Foro Italico parkrun,38.11712,13.37609
marecchia,Italy,Marecchia parkrun,44.06117,12.55601
mensola,Italy,Mensola parkrun,43.77816,11.30798
milanonord,Italy,Milano Nord parkrun,45.53111,9.20758
montelepre,Italy,Montelepre parkrun,38.08913,13.1737
muradilucca,Italy,Mura di Lucca parkrun,43.84728,10.51412
romapineto,Italy,Roma Pineto parkrun,41.9225,12.42444
salento,Italy,Salento parkrun,40.46014,18.16933
terme,Italy,Terme parkrun,43.88741,10.77267
treviso,Italy,Treviso parkrun,45.68982,12.27338
uditore,Italy,Uditore parkrun,38.13072,13.32653
chuokoen,Japan,中央公園parkrun,39.69472,141.12484
fukakitaryokuchi,Japan,深北緑地parkrun,34.72959,135.629
futakotamagawa,Japan,二子玉川parkrun,35.61025,139.62671
hikarigaokakoen,Japan,光が丘公園parkrun,35.76468,139.62996
hironokaigankoen,Japan,広野海岸公園 parkrun,34.92524,138.37988
hondajima,Japan,本田島parkrun,35.36404,136.85791
horinouchikoen,Japan,堀之内公園parkrun,33.84171,132.76312
kariyashisogoundokoen,Japan,刈谷市総合運動公園parkrun,35.01964,137.01332
kashiwanoha,Japan,柏の葉parkrun,35.89424,139.94134
maborikaiganyuhodo,Japan,馬堀海岸遊歩道 parkrun,35.26442,139.69981
meijokoen,Japan,名城公園 parkrun,35.18726,136.90258
momoiharappakoen,Japan,桃井原っぱ公園parkrun,35.71264,139.60728
nagaragawakoen,Japan,長良川公園parkrun,35.43924,136.76804
odakaryokuchi,Japan,大高緑地 parkrun,35.05966,136.95357
oisoundokoen,Japan,大磯運動公園parkrun,35.31249,139.29102
omekyuryo,Japan,青梅丘陵parkrun,35.79336,139.25605
oyodogawashiminryokuchi,Japan,大淀川市民緑地parkrun,31.91147,131.40846
oyodokawashiminryokuchi,Japan,大淀川市民緑地parkrun,31.91048,131.41006
sanukikodomonokuni,Japan,さぬきこどもの国parkrun,34.21321,134.02163
shimanamiearthland,Japan,しまなみアースランド parkrun,34.07276,132.97129
shingashigawaukima,Japan,新河岸川浮間parkrun,35.78841,139.71312
shirahamakoen,Japan,白浜公園parkrun,35.08832,137.16688
sunshinebeach,Japan,サンシャインビーチparkrun,35.00316,135.89264
tamagawachuokoen,Japan,多摩川中央公園parkrun,35.72882,139.32729
tennogawakoen,Japan,天王川公園parkrun,35.17462,136.72301
tsujidokaihinkoen,Japan,辻堂海浜公園parkrun,35.32207,139.44946
tsurumiryokuchi,Japan,鶴見緑地parkrun,34.71103,135.56943
urayasushisogokoen,Japan,浦安市総合公園parkrun,35.63809,139.93434
wataraseyusuichi,Japan,渡良瀬遊水地parkrun,36.22875,139.66612
yodogawakasenkoenhirakatachiku,Japan,淀川河川公園枚方地区parkrun,34.80927,135.62566
yuukafamilyroad,Japan,ゆうかファミリーロードparkrun,33.01861,130.67554
presint18,Malaysia,"Presint 18 parkrun, Putrajaya",2.92276,101.69842
tamanpuduulu,Malaysia,Taman Pudu Ulu parkrun,3.12319,101.7341
tamantasikdanaukota,Malaysia,Taman Tasik Danau Kota parkrun,3.20226,101.71996
amsterdamsebos,Netherlands,Amsterdamse Bos parkrun,52.31389,4.83617
delftsehout,Netherlands,Delftse Hout parkrun,52.02454,4.38202
goffert,Netherlands,Goffert parkrun,51.82545,5.83006
kagerzoom,Netherlands,Kagerzoom parkrun,52.18479,4.51657
karpendonkseplas,Netherlands,Karpendonkse Plas parkrun,51.45761,5.50063
kralingsebos,Netherlands,Kralingse Bos parkrun,51.93913,4.50311
maxima,Netherlands,Máxima parkrun,52.09752,5.01852
reeuwijksehout,Netherlands,Reeuwijkse Hout parkrun,52.06421,4.74366
schoterbos,Netherlands,Schoterbos parkrun,52.41268,4.64596
sonsbeek,Netherlands,Sonsbeek parkrun,51.99143,5.89929
stadspark,Netherlands,Stadspark parkrun,53.20356,6.53885
tapijn,Netherlands,Tapijn parkrun,50.84393,5.68458
zuiderpark,Netherlands,Zuiderpark parkrun,52.05782,4.29026
anderson,New Zealand,Anderson parkrun,-39.51988,176.87066
balclutha,New Zealand,Balclutha parkrun,-46.23445,169.74564
barrycurtis,New Zealand,Barry Curtis parkrun,-36.96085,174.91058
blenheim,New Zealand,Blenheim parkrun,-41.51856,173.94049
cambridgenz,New Zealand,Cambridge NZ parkrun,-37.8954,175.45378
cornwall,New Zealand,Cornwall parkrun,-36.8954,174.78967
dunedin,New Zealand,Dunedin parkrun,-45.85709,170.51923
eastend,New Zealand,"East End parkrun, New Plymouth",-39.03596,174.11165
flaxmere,New Zealand,Flaxmere parkrun,-39.62452,176.78968
foster,New Zealand,Foster parkrun,-43.60834,172.38512
gisborne,New Zealand,Gisborne parkrun,-38.66747,178.02904
greytownwoodsidetrail,New Zealand,Greytown Woodside Trail parkrun,-41.07531,175.41879
hagley,New Zealand,Hagley parkrun,-43.52861,172.62281
hamiltonlake,New Zealand,Hamilton Lake parkrun,-37.80036,175.27878
hamiltonpark,New Zealand,Hamilton Park parkrun,-46.09581,168.95817
hobsonvillepoint,New Zealand,Hobsonville Point parkrun,-36.79587,174.66699
invercargill,New Zealand,Invercargill parkrun,-46.39675,168.36061
kapiticoast,New Zealand,Kapiti Coast parkrun,-40.87759,175.03186
lake2laketrail,New Zealand,Lake2Lake Trail parkrun,-45.44304,167.69734
lowerhutt,New Zealand,Lower Hutt parkrun,-41.22569,174.90169
millwater,New Zealand,Millwater parkrun,-36.60584,174.68155
otakiriver,New Zealand,Ōtaki River parkrun,-40.7748,175.16663
owairaka,New Zealand,Owairaka parkrun,-36.89824,174.7102
palmerstonnorth,New Zealand,Palmerston North parkrun,-40.37566,175.63538
pegasus,New Zealand,Pegasus parkrun,-43.30677,172.70167
porirua,New Zealand,Porirua parkrun,-41.13367,174.86661
puarenga,New Zealand,Puarenga parkrun,-38.14312,176.26643
queenstown,New Zealand,Queenstown parkrun,-45.03881,168.6604
russellpark,New Zealand,Russell Park parkrun,-39.99099,176.57894
sherwoodreserve,New Zealand,Sherwood Reserve parkrun,-36.71612,174.73796
taupo,New Zealand,Taupo parkrun,-38.73126,176.06544
tauranga,New Zealand,Tauranga parkrun,-37.71666,176.12837
trenthammemorial,New Zealand,Trentham Memorial parkrun,-41.13075,175.03133
universityofwaikato,New Zealand,University of Waikato parkrun,-37.78637,175.31608
wanaka,New Zealand,Wanaka parkrun,-44.69387,169.11214
westernsprings,New Zealand,Western Springs parkrun,-36.86671,174.72364
whanganuiriverbank,New Zealand,Whanganui Riverbank parkrun,-39.9433,175.04725
whangarei,New Zealand,Whangarei parkrun,-35.73485,174.33405
dommesmoen,Norway,Dømmesmoen parkrun,58.35775,8.56702
ekebergsletta,Norway,Ekebergsletta parkrun,59.89178,10.78552
festningen,Norway,Festningen parkrun,63.42849,10.416
lovstien,Norway,"Løvstien parkrun, Bergen",60.37682,5.32246
nansenparken,Norway,Nansenparken parkrun,59.89568,10.61552
skienfritidspark,Norway,Skien Fritidspark parkrun,59.17722,9.58048
stavanger,Norway,Stavanger parkrun,58.95831,5.71772
toyen,Norway,Tøyen parkrun,59.91918,10.77789
augustow,Poland,parkrun Augustów,53.85394,22.98392
bialystok,Poland,parkrun Białystok,53.11276,23.15929
blonie,Poland,parkrun Błonie,52.2528,17.07593
bulwarnadwisla,Poland,parkrun Bulwar nad Wisłą,50.01439,19.12546
bydgoszcz,Poland,parkrun Bydgoszcz,53.13085,17.9546
charzykowy,Poland,parkrun Charzykowy,53.73613,17.5084
chelm,Poland,parkrun Chełm,51.13348,23.47658
chrzanow,Poland,parkrun Chrzanów,50.12659,19.34247
cieszyn,Poland,parkrun Cieszyn,49.73817,18.62667
dabrowka,Poland,parkrun Dąbrówka,52.38651,16.7198
dzialdowo,Poland,parkrun Działdowo,53.25008,20.23995
dzierzgon,Poland,parkrun Dzierzgoń,53.9415,19.34586
ekomarina,Poland,parkrun Ekomarina,53.87465,21.31801
elk,Poland,parkrun Ełk,53.8079,22.36177
